!SESSION 2024-12-08 17:41:05.198 -----------------------------------------------
eclipse.buildId=2022.2
java.version=11.0.11
java.vendor=Oracle Corporation
BootLoader constants: OS=win32, ARCH=x86_64, WS=win32, NL=en_US
Command-line arguments:  -os win32 -ws win32 -arch x86_64 -data C:\Users\Warre\lab_6.2\workspace

This is a continuation of log file C:\Users\Warre\lab_6.2\workspace\.metadata\.bak_1.log
Created Time: 2024-12-09 01:53:00.458

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:00.458
!MESSAGE XSCT Command: [::hsi::utils::get_addr_ranges -json C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa microblaze_0], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:00.461
!MESSAGE XSCT command with result: [::hsi::utils::get_addr_ranges -json C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa microblaze_0], Result: [null, {"gpio_usb_int_S_AXI": {"name": "gpio_usb_int",
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 887100000003A" && level==1}], Result: [null,      2  xc7s50 (idcode 0362f093 irlen 6 fpga)]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:02.967
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:02.969
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* RealDigital Boo 887100000003A]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:02.969
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 887100000003A" && level==1}], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:02.978
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 887100000003A" && level==1}], Result: [null,      2  xc7s50 (idcode 0362f093 irlen 6 fpga)]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:02.978
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:02.981
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* RealDigital Boo 887100000003A]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:02.981
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 887100000003A" && level==1}], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:02.988
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 887100000003A" && level==1}], Result: [null,      2  xc7s50 (idcode 0362f093 irlen 6 fpga)]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:02.989
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:02.992
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* RealDigital Boo 887100000003A]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:02.992
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 887100000003A" && level==1}], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:02.999
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 887100000003A" && level==1}], Result: [null,      2  xc7s50 (idcode 0362f093 irlen 6 fpga)]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:02.999
!MESSAGE XSCT Command: [jtag targets -set -filter {name =~ "RealDigital Boo 887100000003A" && level == 0}], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:03.008
!MESSAGE XSCT command with result: [jtag targets -set -filter {name =~ "RealDigital Boo 887100000003A" && level == 0}], Result: [null, ]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:03.008
!MESSAGE XSCT Command: [jtag frequency], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:03.008
!MESSAGE XSCT command with result: [jtag frequency], Result: [null, 15000000]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:03.008
!MESSAGE XSCT Command: [::hsi::utils::get_clock_info -json C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa microblaze_0], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:03.009
!MESSAGE XSCT command with result: [::hsi::utils::get_clock_info -json C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa microblaze_0], Result: [null, {"Clk": "100000000",
"Dbg_Clk": "",
}]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:03.022
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:03.025
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* RealDigital Boo 887100000003A]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:03.025
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 887100000003A" && level==1}], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:03.033
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 887100000003A" && level==1}], Result: [null,      2  xc7s50 (idcode 0362f093 irlen 6 fpga)]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:03.033
!MESSAGE XSCT Command: [targets -set -filter {jtag_cable_name =~ "RealDigital Boo 887100000003A" && level==0 && jtag_device_ctx=="jsn1-0362f093-0"}], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:03.099
!MESSAGE XSCT command with result: [targets -set -filter {jtag_cable_name =~ "RealDigital Boo 887100000003A" && level==0 && jtag_device_ctx=="jsn1-0362f093-0"}], Result: [null, ]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:03.099
!MESSAGE XSCT Command: [fpga -file C:/Users/Warre/lab_6.2/workspace/mb_usb/_ide/bitstream/mb_usb_hdmi_top.bit], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:04.358
!MESSAGE XSCT command with result: [fpga -file C:/Users/Warre/lab_6.2/workspace/mb_usb/_ide/bitstream/mb_usb_hdmi_top.bit], Result: [null, ]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:04.382
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:04.451
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Result: [null, ]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:04.452
!MESSAGE XSCT Command: [loadhw -hw C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa -regs], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:04.486
!MESSAGE XSCT command with result: [loadhw -hw C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa -regs], Result: [null, mb_final_top_47]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:04.486
!MESSAGE XSCT Command: [configparams mdm-detect-bscan-mask 2], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:04.487
!MESSAGE XSCT command with result: [configparams mdm-detect-bscan-mask 2], Result: [null, ]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:04.487
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:04.495
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Result: [null, ]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:04.495
!MESSAGE XSCT Command: [rst -system], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:04.510
!MESSAGE XSCT command with result: [rst -system], Result: [null, ]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:04.510
!MESSAGE XSCT Command: [after 3000], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:07.518
!MESSAGE XSCT command with result: [after 3000], Result: [null, ]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:07.518
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:07.585
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Result: [null, ]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:07.585
!MESSAGE XSCT Command: [dow C:/Users/Warre/lab_6.2/workspace/mb_usb/Debug/mb_usb.elf], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:07.692
!MESSAGE XSCT command with result: [dow C:/Users/Warre/lab_6.2/workspace/mb_usb/Debug/mb_usb.elf], Result: [null, ]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:07.702
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:07.710
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Result: [null, ]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:07.710
!MESSAGE XSCT Command: [con], Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:07.719
!MESSAGE XSCT command with result: [con], Result: [null, ]. Thread: Worker-194: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:07.734
!MESSAGE XSCT Command: [disconnect tcfchan#39], Thread: Thread-990

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 01:53:07.750
!MESSAGE XSCT command with result: [disconnect tcfchan#39], Result: [null, ]. Thread: Thread-990

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:13.002
!MESSAGE XSCT Command: [platform read {C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/platform.spr}], Thread: Worker-211: Reading platform

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:13.266
!MESSAGE XSCT command with result: [platform read {C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/platform.spr}], Result: [null, ]. Thread: Worker-211: Reading platform

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:15.038
!MESSAGE XSCT Command: [platform config -updatehw {C:/Users/Warre/fireboy_watergirl_final_project/mb_usb_hdmi_top.xsa}], Thread: Worker-211: Updating hardware platform

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:15.303
!MESSAGE XSCT command with result: [platform config -updatehw {C:/Users/Warre/fireboy_watergirl_final_project/mb_usb_hdmi_top.xsa}], Result: [null, ]. Thread: Worker-211: Updating hardware platform

!ENTRY com.xilinx.sdk.utils 1 0 2024-12-09 02:05:28.241
!MESSAGE Tool usage for 'SDX_NO_OP_BUILD' updated to '25'

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:32.147
!MESSAGE XSCT Command: [::hsi::utils::closehw C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:32.149
!MESSAGE XSCT command with result: [::hsi::utils::closehw C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Result: [null, ]. Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:32.150
!MESSAGE XSCT Command: [::hsi::utils::openhw C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:32.288
!MESSAGE XSCT command with result: [::hsi::utils::openhw C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Result: [null, ]. Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:32.288
!MESSAGE XSCT Command: [ ::hsi::utils::set_current_hw_sw C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/sw/mb_usb_hdmi_top/standalone_microblaze_0/system.mss ], Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:32.290
!MESSAGE XSCT command with result: [ ::hsi::utils::set_current_hw_sw C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/sw/mb_usb_hdmi_top/standalone_microblaze_0/system.mss ], Result: [null, ]. Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:32.291
!MESSAGE XSCT Command: [::hsi::utils::get_hw_sw_details -json C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/sw/mb_usb_hdmi_top/standalone_microblaze_0/system.mss], Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:32.292
!MESSAGE XSCT command with result: [::hsi::utils::get_hw_sw_details -json C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/sw/mb_usb_hdmi_top/standalone_microblaze_0/system.mss], Result: [null, {"procname": "microblaze_0",
"osname": "standalone",
"osver": "8.0",
}]. Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 1 0 2024-12-09 02:05:32.292
!MESSAGE Generating MD5 hash for file: C:\Users\Warre\lab_6.2\workspace\mb_usb_hdmi_top\export\mb_usb_hdmi_top\sw\mb_usb_hdmi_top\standalone_microblaze_0\system.mss ...

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:32.293
!MESSAGE XSCT Command: [::hsi::utils::closesw C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/sw/mb_usb_hdmi_top/standalone_microblaze_0/system.mss], Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:32.293
!MESSAGE XSCT command with result: [::hsi::utils::closesw C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/sw/mb_usb_hdmi_top/standalone_microblaze_0/system.mss], Result: [null, ]. Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:33.973
!MESSAGE XSCT Command: [::hsi::utils::openhw C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:33.973
!MESSAGE XSCT command with result: [::hsi::utils::openhw C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Result: [null, ]. Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:33.975
!MESSAGE XSCT Command: [hsi::internal::extract_hw_files -quiet bit mmi bmm -dir {C:\Users\Warre\lab_6.2\workspace\mb_usb\_ide\bitstream}], Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:33.991
!MESSAGE XSCT command with result: [hsi::internal::extract_hw_files -quiet bit mmi bmm -dir {C:\Users\Warre\lab_6.2\workspace\mb_usb\_ide\bitstream}], Result: [null, ]. Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:33.991
!MESSAGE XSCT Command: [::hsi::utils::get_design_properties -json C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:33.993
!MESSAGE XSCT command with result: [::hsi::utils::get_design_properties -json C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Result: [null, {"device": "7s50",
"family": "spartan7",
"timestamp": "Wed Dec  4 18:07:14 2024",
"vivado_version": "2022.2",
"part": "xc7s50csga324-1",
}]. Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:33.993
!MESSAGE XSCT Command: [::hsi::utils::get_all_periphs -json C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:33.995
!MESSAGE XSCT command with result: [::hsi::utils::get_all_periphs -json C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Result: [null, {"axi_uartlite_0": {"hier_name": "axi_uartlite_0",
"type": "axi_uartlite",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"clk_wiz_1": {"hier_name": "clk_wiz_1",
"type": "clk_wiz",
"version": "6.0",
"ip_type": "PERIPHERAL",
},
"gpio_usb_int": {"hier_name": "gpio_usb_int",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"gpio_usb_keycode": {"hier_name": "gpio_usb_keycode",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"gpio_usb_rst": {"hier_name": "gpio_usb_rst",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"mdm_1": {"hier_name": "mdm_1",
"type": "mdm",
"version": "3.2",
"ip_type": "DEBUG",
},
"microblaze_0": {"hier_name": "microblaze_0",
"type": "microblaze",
"version": "11.0",
"ip_type": "PROCESSOR",
},
"microblaze_0_axi_intc": {"hier_name": "microblaze_0_axi_intc",
"type": "axi_intc",
"version": "4.1",
"ip_type": "INTERRUPT_CNTLR",
},
"microblaze_0_axi_periph": {"hier_name": "microblaze_0_axi_periph",
"type": "axi_interconnect",
"version": "2.1",
"ip_type": "BUS",
},
"microblaze_0_local_memory_dlmb_bram_if_cntlr": {"hier_name": "microblaze_0_local_memory_dlmb_bram_if_cntlr",
"type": "lmb_bram_if_cntlr",
"version": "4.0",
"ip_type": "MEMORY_CNTLR",
},
"microblaze_0_local_memory_dlmb_v10": {"hier_name": "microblaze_0_local_memory_dlmb_v10",
"type": "lmb_v10",
"version": "3.0",
"ip_type": "BUS",
},
"microblaze_0_local_memory_ilmb_bram_if_cntlr": {"hier_name": "microblaze_0_local_memory_ilmb_bram_if_cntlr",
"type": "lmb_bram_if_cntlr",
"version": "4.0",
"ip_type": "MEMORY_CNTLR",
},
"microblaze_0_local_memory_ilmb_v10": {"hier_name": "microblaze_0_local_memory_ilmb_v10",
"type": "lmb_v10",
"version": "3.0",
"ip_type": "BUS",
},
"microblaze_0_local_memory_lmb_bram": {"hier_name": "microblaze_0_local_memory_lmb_bram",
"type": "blk_mem_gen",
"version": "8.4",
"ip_type": "MEMORY",
},
"rst_clk_wiz_1_100M": {"hier_name": "rst_clk_wiz_1_100M",
"type": "proc_sys_reset",
"version": "5.0",
"ip_type": "PERIPHERAL",
},
"spi_usb": {"hier_name": "spi_usb",
"type": "axi_quad_spi",
"version": "3.2",
"ip_type": "MEMORY_CNTLR",
},
"timer_usb_axi": {"hier_name": "timer_usb_axi",
"type": "axi_timer",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"xlconcat_0": {"hier_name": "xlconcat_0",
"type": "xlconcat",
"version": "2.1",
"ip_type": "PERIPHERAL",
},
}]. Thread: Worker-213: Building Workspace

!ENTRY com.xilinx.sdk.utils 1 0 2024-12-09 02:05:34.106
!MESSAGE Tool usage for 'SDX_NO_OP_BUILD' updated to '26'

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:56.719
!MESSAGE XSCT Command: [::hsi::utils::get_ps_config_params -json C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Thread: Worker-211: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:56.721
!MESSAGE XSCT command with result: [::hsi::utils::get_ps_config_params -json C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Result: [null, {}]. Thread: Worker-211: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:56.722
!MESSAGE XSCT Command: [::hsi::utils::get_all_register_data -json C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa microblaze_0], Thread: Worker-211: Launching Debugger_mb_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-09 02:05:56.746
!MESSAGE XSCT command with result: [::hsi::utils::get_all_register_data -json C:/Users/Warre/lab_6.2/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa microblaze_0], Result: [null, {"axi_uartlite_0": {"RX_FIFO": {"description": "Receive data FIFO",
"address_offset": "0x0",
"access": "read-only",
"size": "32",
"interface": "S_AXI",
"fields": {"RX_DATA": {"access": "read-only",
"bit_offset": "0",
"bit_range": "",
"bit_width": "8",
"desc": "UART Receive Data
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1080033280,
},
"TX_FIFO": {"description": "Transmit data FIFO",
"address_offset": "0x4",
"access": "write-only",
"size": "32",
"interface": "S_AXI",
"fields": {"TX_DATA": {"access": "write-only",
"bit_offset": "0",
"bit_range": "",
"bit_width": "8",
"desc": "UART Transmit Data
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1080033284,
},
"CTRL_REG": {"description": "UART Lite control register",
"address_offset": "0xC",
"access": "write-only",
"size": "32",
"interface": "S_AXI",
"fields": {"RST_TXFIFO": {"access": "write-only",
"bit_offset": "0",
"bit_range": "",
"bit_width": "1",
"desc": "Reset/clear the transmit FIFO
Writing a 1 to this bit position clears the transmit FIFO
  0 - Do nothing
  1 - Clear the transmit FIFO
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"RST_RXFIFO": {"access": "write-only",
"bit_offset": "1",
"bit_range": "",
"bit_width": "1",
"desc": "Reset/clear the receive FIFO
Writing a 1 to this bit position clears the receive FIFO
  0 - Do nothing
  1 - Clear the receive FIFO
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"Enable_Intr": {"access": "write-only",
"bit_offset": "4",
"bit_range": "",
"bit_width": "1",
"desc": "Enable interrupt for the AXI UART Lite
  0 - Disable interrupt signal
  1 - Enable interrupt signal
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1080033292,
},
"STAT_REG": {"description": "UART Lite status register",
"address_offset": "0x8",
"access": "read-only",
"size": "32",
"interface": "S_AXI",
"fields": {"RX_FIFO_Valid_Data": {"access": "read-only",
"bit_offset": "0",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates if the receive FIFO has data.
  0 - Receive FIFO is empty
  1 - Receive FIFO has data
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"RX_FIFO_Full": {"access": "read-only",
